customer_id,full_name,phone_number,home_city,segment,join_date,tenure_months,avg_monthly_topup_idr,device_changes_last_12mo
CUST10279,"Patricia Mahendra, S.T.",084118269772,Jakarta,Prepaid,2023-09-15,34,87000,0
CUST10280,Asmadi Puspasari,084235650998,Palembang,Prepaid,2025-04-07,15,122000,2
CUST10281,Tami Mahendra,086210968278,Yogyakarta,Postpaid,2025-06-06,13,98000,1
CUST10282,"Taswir Lestari, S.IP",081788866676,Semarang,Postpaid,2026-05-02,2,31000,0
CUST10283,"Cut Queen Suryono, M.Kom.",089475983766,Semarang,Prepaid,2026-01-02,6,48000,0
CUST10284,Maida Siregar,085888101287,Denpasar,Prepaid,2026-06-01,1,84000,0
CUST10285,Aslijan Ramadan,086228483541,Surabaya,Prepaid,2024-04-12,27,94000,0
CUST10286,"Dr. Calista Haryanto, S.Sos",085641165481,Jakarta,Postpaid,2020-08-31,71,124000,1
CUST10287,Belinda Permata,084594377461,Medan,Prepaid,2024-09-09,22,76000,0
CUST10288,"Mahfud Habibi, S.E.I",080271747066,Malang,Prepaid,2017-03-20,113,132000,0
CUST10289,Rosman Pratiwi,089301303816,Palembang,Prepaid,2026-01-02,6,150000,0
CUST10290,Chelsea Prayoga,082831530094,Malang,Postpaid,2026-02-01,5,107000,0
CUST10291,Kalim Agustina,085461947198,Yogyakarta,Postpaid,2026-06-01,1,60000,4
CUST10292,Ir. Widya Safitri,082920517736,Jakarta,Postpaid,2025-07-06,12,117000,0
CUST10293,Prayoga Nurdiyanti,080966064354,Yogyakarta,Postpaid,2023-03-19,40,127000,0
CUST10294,Mila Handayani,086636626181,Surabaya,Postpaid,2026-01-02,6,179000,1
CUST10295,Zelda Rahmawati,081111125272,Pekanbaru,Postpaid,2022-05-23,50,123000,0
CUST10296,Ina Purnawati,084293069861,Jakarta,Postpaid,2026-04-02,3,96000,1
CUST10297,Cut Rahmi Januar,080796492088,Bandung,Postpaid,2026-05-02,2,98000,0
CUST10298,"Sutan Luis Prabowo, S.T.",088370708613,Semarang,Prepaid,2025-08-05,11,120000,0
CUST10299,"Bajragin Manullang, S.H.",082733144864,Denpasar,Postpaid,2026-05-02,2,47000,0
CUST10300,Kusuma Hutagalung,081609145861,Palembang,Postpaid,2024-04-12,27,10000,1
CUST10301,Ade Wasita,086887844840,Palembang,Prepaid,2025-09-04,10,50000,1
CUST10302,Shakila Riyanti,080857729856,Malang,Prepaid,2025-12-03,7,95000,2
CUST10303,Icha Firmansyah,084746618860,Balikpapan,Prepaid,2024-02-12,29,97000,2
CUST10304,Edward Suryono,088880429026,Surabaya,Postpaid,2024-08-10,23,59000,2
CUST10305,"Zelda Hasanah, S.Pt",080450439704,Palembang,Postpaid,2023-02-17,41,104000,0
CUST10306,"Daruna Saptono, M.Farm",085879685643,Jakarta,Postpaid,2025-10-04,9,57000,2
CUST10307,"Rangga Napitupulu, S.Farm",088375734060,Jakarta,Postpaid,2026-06-01,1,105000,0
CUST10308,Kenari Prasetyo,085318487421,Makassar,Prepaid,2024-08-10,23,86000,0
CUST10309,"Cakrawala Santoso, S.E.I",082813706618,Bandung,Prepaid,2024-07-11,24,89000,0
CUST10310,Asmuni Marbun,089145098459,Denpasar,Postpaid,2023-07-17,36,96000,0
CUST10311,"T. Legawa Purnawati, S.Pd",081816638466,Surabaya,Postpaid,2020-01-04,79,69000,0
CUST10312,Dewi Hastuti,083328168585,Medan,Prepaid,2024-07-11,24,92000,0
CUST10313,"Ilsa Waskita, S.T.",086262369695,Makassar,Postpaid,2025-11-03,8,101000,1
CUST10314,Dr. Jumadi Farida,087755976858,Pekanbaru,Prepaid,2024-11-08,20,133000,0
CUST10315,Liman Gunarto,085016171228,Palembang,Prepaid,2022-06-22,49,24000,3
CUST10316,Unjani Sinaga,082534665263,Pekanbaru,Prepaid,2023-09-15,34,80000,1
CUST10317,Tgk. Aisyah Iswahyudi,086034769072,Yogyakarta,Prepaid,2025-05-07,14,10000,0
CUST10318,Yono Wulandari,089767567921,Denpasar,Postpaid,2014-12-31,140,27000,0
CUST10319,"Ir. Rini Damanik, S.T.",081153451523,Malang,Prepaid,2023-05-18,38,10000,1
CUST10320,Cut Vanesa Natsir,080957683750,Pekanbaru,Postpaid,2026-05-02,2,130000,0
CUST10321,Padma Yulianti,085957154386,Pekanbaru,Prepaid,2020-08-01,72,137000,0
CUST10322,Indah Najmudin,082964576132,Makassar,Prepaid,2025-06-06,13,80000,1
CUST10323,drg. Siska Lestari,089208371270,Malang,Postpaid,2025-12-03,7,110000,1
CUST10324,Jarwadi Tampubolon,085542630097,Yogyakarta,Prepaid,2022-02-22,53,57000,0
CUST10325,Juli Sinaga,086262682887,Yogyakarta,Prepaid,2024-06-11,25,58000,0
CUST10326,"Bala Marpaung, S.Psi",087143007552,Palembang,Prepaid,2022-08-21,47,105000,0
CUST10327,Talia Lailasari,083640656675,Semarang,Prepaid,2022-07-22,48,84000,2
CUST10328,Salimah Wacana,083526629380,Pekanbaru,Prepaid,2023-09-15,34,47000,0
CUST10329,"Drs. Ani Hasanah, S.Pt",082778262898,Surabaya,Postpaid,2021-07-27,60,98000,1
CUST10330,Hafshah Sinaga,089081053502,Malang,Prepaid,2025-04-07,15,58000,0
CUST10331,Prasetyo Waskita,082981162165,Pekanbaru,Prepaid,2025-03-08,16,157000,0
CUST10332,"Drs. Yunita Adriansyah, M.Pd",084520074316,Jakarta,Postpaid,2024-11-08,20,119000,0
CUST10333,Laras Habibi,086934635533,Bandung,Prepaid,2025-05-07,14,59000,0
CUST10334,Karja Tarihoran,080227481784,Palembang,Postpaid,2026-06-01,1,67000,1
CUST10335,Dr. Sari Handayani,084160288176,Makassar,Prepaid,2024-03-13,28,10000,2
CUST10336,"Dt. Damu Santoso, M.Pd",088868572028,Pekanbaru,Prepaid,2025-04-07,15,74000,1
CUST10337,Wira Suwarno,086138581503,Yogyakarta,Prepaid,2025-03-08,16,69000,1
CUST10338,Tami Laksita,088861541969,Jakarta,Postpaid,2024-12-08,19,50000,0
CUST10339,Alambana Usamah,089072226573,Pekanbaru,Prepaid,2026-06-01,1,87000,0
CUST10340,R.A. Titin Manullang,080619627553,Denpasar,Prepaid,2025-07-06,12,93000,2
CUST10341,Puspa Budiman,085802924837,Palembang,Prepaid,2026-03-03,4,42000,0
CUST10342,dr. Bakiman Prasetyo,085110621371,Balikpapan,Prepaid,2024-07-11,24,157000,2
CUST10343,"Puti Malika Lazuardi, S.E.I",088744218005,Medan,Prepaid,2025-10-04,9,99000,1
CUST10344,Tina Siregar,086050219550,Surabaya,Postpaid,2022-01-23,54,138000,0
CUST10345,H. Empluk Agustina,089264424157,Pekanbaru,Prepaid,2024-07-11,24,93000,0
CUST10346,"Dr. Nadine Prasasta, M.M.",082734523128,Balikpapan,Postpaid,2023-12-14,31,59000,1
CUST10347,R.M. Harjo Nainggolan,088619585706,Yogyakarta,Prepaid,2019-03-10,89,66000,0
CUST10348,Drs. Ulva Mansur,088876530528,Balikpapan,Postpaid,2026-03-03,4,110000,0
CUST10349,"Puti Ika Agustina, S.Psi",085776014282,Palembang,Prepaid,2024-12-08,19,130000,1
CUST10350,"Dr. Emas Adriansyah, S.Pd",082070553284,Yogyakarta,Prepaid,2015-06-29,134,87000,0
CUST10351,"Ifa Rahmawati, M.Farm",084525569325,Bandung,Postpaid,2024-04-12,27,90000,0
CUST10352,"Jindra Maryadi, M.M.",081549573181,Yogyakarta,Prepaid,2026-06-01,1,75000,2
CUST10353,drg. Gangsar Sitorus,087915786603,Medan,Prepaid,2025-06-06,13,18000,0
CUST10354,KH. Kenari Waluyo,088846023679,Malang,Prepaid,2025-08-05,11,94000,0
CUST10355,Janet Nainggolan,086290714089,Palembang,Postpaid,2023-12-14,31,127000,0
CUST10356,"Halima Pertiwi, S.Sos",081756663690,Yogyakarta,Prepaid,2022-06-22,49,78000,0
CUST10357,Sabri Zulkarnain,083355700289,Semarang,Prepaid,2024-10-09,21,120000,1
CUST10358,Galiono Kusmawati,089261952410,Makassar,Prepaid,2024-08-10,23,140000,0
CUST10359,"Yessi Wibowo, S.Sos",089898856957,Semarang,Prepaid,2024-01-13,30,116000,1
CUST10360,"Prima Yulianti, S.E.I",086884237278,Makassar,Prepaid,2026-01-02,6,84000,0
CUST10361,Ani Mahendra,085082068094,Palembang,Prepaid,2022-06-22,49,132000,0
CUST10362,Drs. Gamblang Januar,088296941782,Makassar,Postpaid,2025-02-06,17,131000,0
CUST10363,"Dr. Cinthia Novitasari, M.M.",088371094089,Medan,Postpaid,2025-08-05,11,15000,1
CUST10364,Najam Megantara,086498849922,Denpasar,Prepaid,2024-06-11,25,129000,0
CUST10365,Safina Mangunsong,080745536196,Balikpapan,Postpaid,2019-08-07,84,57000,0
CUST10366,Jarwadi Saptono,086025362524,Denpasar,Prepaid,2026-01-02,6,10000,1
CUST10367,Sarah Widodo,083427382115,Balikpapan,Prepaid,2026-01-02,6,95000,1
CUST10368,"Bajragin Sitompul, M.Pd",087858187404,Medan,Prepaid,2026-03-03,4,119000,0
CUST10369,Jamalia Utami,085342800122,Surabaya,Postpaid,2022-11-19,44,134000,1
CUST10370,"Vanya Laksita, M.Pd",084335920189,Malang,Prepaid,2022-07-22,48,75000,0
CUST10371,Lasmanto Hidayat,085617364783,Medan,Postpaid,2026-06-01,1,77000,0
CUST10372,Laswi Suwarno,086118365801,Semarang,Prepaid,2021-01-28,66,114000,0
CUST10373,Pangeran Iswahyudi,083226248359,Medan,Prepaid,2025-03-08,16,82000,0
CUST10374,Cinthia Usada,081076970110,Palembang,Postpaid,2026-04-02,3,122000,0
CUST10375,"Cinthia Handayani, S.E.",080759160932,Denpasar,Postpaid,2025-02-06,17,99000,0
CUST10376,"Ifa Dabukke, S.Gz",084151039848,Pekanbaru,Prepaid,2024-05-12,26,129000,0
CUST10377,Wulan Hakim,084961566556,Semarang,Postpaid,2024-05-12,26,43000,1
CUST10378,Kani Wahyudin,084203410571,Semarang,Prepaid,2024-05-12,26,128000,0
CUST10379,Dalima Prasasta,085647277575,Semarang,Prepaid,2024-03-13,28,78000,2
CUST10380,dr. Karya Zulaika,088427682065,Medan,Prepaid,2025-03-08,16,124000,1
CUST10381,"R.M. Cawisono Natsir, S.Pt",082784812662,Balikpapan,Prepaid,2021-03-29,64,97000,1
CUST10382,drg. Raina Zulaika,081005112772,Balikpapan,Prepaid,2026-02-01,5,41000,1
CUST10383,Jamal Padmasari,084337947389,Surabaya,Prepaid,2024-06-11,25,150000,1
CUST10384,Daru Hariyah,087041888172,Jakarta,Prepaid,2019-02-08,90,125000,1
CUST10385,"Dodo Haryanti, S.T.",087047594633,Denpasar,Postpaid,2023-11-14,32,75000,1
CUST10386,"Adika Hastuti, S.Pd",087514230692,Malang,Prepaid,2025-10-04,9,127000,2
CUST10387,"Kenes Manullang, S.Pt",080753295661,Palembang,Prepaid,2023-03-19,40,108000,0
CUST10388,Jelita Rahmawati,081069960677,Bandung,Postpaid,2025-01-07,18,34000,1
CUST10389,Suci Anggraini,082977841631,Surabaya,Prepaid,2025-05-07,14,19000,0
CUST10390,"Hafshah Hasanah, S.Pd",087554553485,Jakarta,Prepaid,2025-08-05,11,151000,1
CUST10391,Harjo Laksmiwati,080122306310,Yogyakarta,Postpaid,2025-08-05,11,125000,1
CUST10392,Dasa Wibowo,082765354563,Makassar,Postpaid,2025-04-07,15,29000,1
CUST10393,dr. Ratih Sihombing,081508182405,Malang,Prepaid,2024-09-09,22,19000,2
CUST10394,"Ida Damanik, S.Sos",085723609248,Palembang,Prepaid,2020-06-02,74,75000,1
CUST10395,Ajeng Pratiwi,088059437820,Bandung,Prepaid,2021-02-27,65,101000,0
CUST10396,"Hj. Victoria Hardiansyah, M.Ak",080251231659,Bandung,Prepaid,2026-05-02,2,17000,0
CUST10397,"Najwa Suwarno, S.H.",084163468114,Yogyakarta,Postpaid,2025-11-03,8,81000,1
CUST10398,dr. Gawati Usada,085599598468,Makassar,Postpaid,2025-11-03,8,146000,0
CUST10399,Lukman Ramadan,082535734900,Makassar,Postpaid,2025-07-06,12,116000,0
CUST10400,"Perkasa Wahyuni, S.E.I",080180923798,Semarang,Postpaid,2026-03-03,4,46000,0
CUST10401,"Bakti Utami, S.Gz",085910313528,Yogyakarta,Postpaid,2024-02-12,29,107000,0
CUST10402,Winda Farida,083977718659,Bandung,Postpaid,2024-11-08,20,141000,1
CUST10403,Labuh Utama,080837938491,Balikpapan,Prepaid,2024-07-11,24,82000,2
CUST10404,"Diah Iswahyudi, S.Pd",089660535361,Medan,Postpaid,2022-04-23,51,57000,1
CUST10405,Ulva Agustina,089750471347,Malang,Prepaid,2022-12-19,43,58000,1
CUST10406,Daliono Mustofa,082346741355,Yogyakarta,Prepaid,2026-01-02,6,56000,1
CUST10407,"Dr. Taufik Utama, M.TI.",082073906433,Pekanbaru,Postpaid,2024-05-12,26,121000,0
CUST10408,T. Radika Marbun,087138864926,Balikpapan,Prepaid,2024-08-10,23,174000,0
CUST10409,Yunita Laksmiwati,081099880614,Surabaya,Prepaid,2023-11-14,32,35000,1
CUST10410,"T. Pangeran Sirait, S.IP",082525247160,Jakarta,Prepaid,2026-05-02,2,87000,1
CUST10411,Citra Megantara,080127606032,Balikpapan,Postpaid,2026-01-02,6,79000,0
CUST10412,"Sutan Satya Wastuti, S.Sos",088086239038,Malang,Prepaid,2024-10-09,21,98000,0
CUST10413,"Drs. Karimah Iswahyudi, S.Sos",081549025331,Yogyakarta,Prepaid,2024-03-13,28,85000,0
CUST10414,Eman Nasyiah,083399202399,Makassar,Prepaid,2025-06-06,13,124000,1
CUST10415,Jaeman Uwais,082331756864,Yogyakarta,Prepaid,2026-05-02,2,129000,1
CUST10416,"Pangestu Wulandari, S.T.",084364165621,Balikpapan,Postpaid,2025-12-03,7,41000,0
CUST10417,drg. Yuni Uyainah,089497651057,Pekanbaru,Postpaid,2026-06-01,1,57000,0
CUST10418,Cici Wulandari,088103993786,Surabaya,Prepaid,2026-06-01,1,60000,0
CUST10419,Jarwi Dongoran,081110966652,Pekanbaru,Prepaid,2022-05-23,50,113000,1
CUST10420,Drs. Jane Suryatmi,080718461341,Jakarta,Prepaid,2025-10-04,9,134000,2
CUST10421,Marsudi Haryanto,084999262219,Medan,Prepaid,2023-12-14,31,37000,0
CUST10422,"Ridwan Hariyah, S.Pd",084342407336,Denpasar,Postpaid,2026-06-01,1,107000,0
CUST10423,"Hasan Latupono, S.E.I",085587548095,Pekanbaru,Postpaid,2024-03-13,28,88000,0
CUST10424,Warsita Firgantoro,085560233844,Palembang,Prepaid,2025-01-07,18,81000,1
CUST10425,Nilam Latupono,086946051585,Balikpapan,Prepaid,2024-05-12,26,49000,2
CUST10426,Daryani Nasyiah,083048880367,Palembang,Prepaid,2025-07-06,12,88000,1
CUST10427,Harsanto Hasanah,080760779615,Surabaya,Prepaid,2024-08-10,23,116000,0
CUST10428,Salsabila Namaga,089561817437,Jakarta,Postpaid,2023-10-15,33,90000,2
CUST10429,Rini Mangunsong,086112624850,Denpasar,Prepaid,2025-11-03,8,79000,0
CUST10430,Safina Januar,082644608268,Denpasar,Postpaid,2025-09-04,10,12000,0
CUST10431,"Dr. Raisa Wasita, S.T.",081031056301,Medan,Prepaid,2025-05-07,14,105000,1
CUST10432,Muhammad Uwais,086665714590,Surabaya,Postpaid,2021-07-27,60,95000,1
CUST10433,Ibun Handayani,083304521625,Semarang,Prepaid,2021-03-29,64,85000,0
CUST10434,Sabar Tarihoran,086617694699,Yogyakarta,Postpaid,2023-03-19,40,122000,3
CUST10435,Mahfud Uwais,086359315564,Semarang,Prepaid,2026-05-02,2,73000,0
CUST10436,Ir. Gatot Halim,082211477264,Surabaya,Postpaid,2026-03-03,4,44000,2
CUST10437,Ika Nainggolan,083826620357,Jakarta,Prepaid,2026-04-02,3,138000,2
CUST10438,Warta Hasanah,083760133697,Bandung,Prepaid,2024-09-09,22,59000,0
CUST10439,Mujur Prabowo,084685374782,Malang,Postpaid,2025-07-06,12,106000,0
CUST10440,"Manah Riyanti, S.Ked",085053970183,Pekanbaru,Prepaid,2025-09-04,10,105000,0
CUST10441,Panji Sitorus,088535877304,Palembang,Postpaid,2025-11-03,8,87000,0
CUST10442,Budi Pratiwi,083835130205,Denpasar,Postpaid,2025-06-06,13,96000,0
CUST10443,Bagiya Puspasari,081348337095,Denpasar,Postpaid,2024-08-10,23,53000,1
CUST10444,Langgeng Pratama,087475096504,Surabaya,Postpaid,2026-06-01,1,76000,0
CUST10445,"R.A. Julia Maulana, M.Ak",085635383123,Jakarta,Prepaid,2016-02-24,126,145000,0
CUST10446,Enteng Maulana,082119515529,Denpasar,Prepaid,2024-03-13,28,60000,1
CUST10447,Kayun Ramadan,082063414610,Semarang,Postpaid,2025-02-06,17,73000,2
CUST10448,"R.M. Balapati Wijayanti, S.Ked",081558663876,Palembang,Prepaid,2025-11-03,8,105000,0
CUST10449,Aditya Tamba,089741894467,Yogyakarta,Prepaid,2026-04-02,3,177000,1
CUST10450,"KH. Dasa Rahmawati, S.Psi",082286936678,Denpasar,Prepaid,2026-02-01,5,38000,2
CUST10451,Cayadi Saptono,080434176118,Denpasar,Prepaid,2026-06-01,1,13000,0
CUST10452,Budi Andriani,085034522140,Bandung,Prepaid,2025-04-07,15,63000,0
CUST10453,R. Panca Haryanto,084953616778,Medan,Postpaid,2026-02-01,5,101000,0
CUST10454,Melinda Tarihoran,085304345658,Bandung,Postpaid,2026-01-02,6,84000,0
CUST10455,Drs. Balangga Hartati,086021578764,Makassar,Prepaid,2024-12-08,19,108000,0
CUST10456,Sutan Warsita Susanti,086428276997,Semarang,Prepaid,2022-11-19,44,84000,0
CUST10457,Ozy Wahyuni,085658809905,Makassar,Prepaid,2025-10-04,9,48000,1
CUST10458,T. Jagapati Yuniar,088827333356,Makassar,Prepaid,2025-08-05,11,50000,3
CUST10459,Aswani Kuswandari,081398196100,Denpasar,Postpaid,2025-10-04,9,10000,1
CUST10460,"drg. Maria Kurniawan, M.Kom.",086911888696,Pekanbaru,Prepaid,2025-12-03,7,81000,1
CUST10461,"Maimunah Hidayanto, S.Pt",084832404772,Denpasar,Postpaid,2022-01-23,54,122000,1
CUST10462,Rachel Maulana,083957146179,Yogyakarta,Postpaid,2026-06-01,1,37000,1
CUST10463,Budi Saefullah,085562666655,Semarang,Prepaid,2024-04-12,27,88000,0
CUST10464,Hj. Restu Pudjiastuti,089504953392,Balikpapan,Prepaid,2026-05-02,2,70000,0
CUST10465,"Jane Wibowo, M.Ak",086537265562,Surabaya,Prepaid,2026-06-01,1,92000,2
CUST10466,T. Jaeman Mayasari,080410726227,Pekanbaru,Postpaid,2025-11-03,8,133000,1
CUST10467,drg. Cinthia Latupono,089763172150,Balikpapan,Postpaid,2026-03-03,4,59000,0
CUST10468,"Hj. Sadina Puspasari, S.Kom",085887436715,Bandung,Postpaid,2024-06-11,25,54000,0
CUST10469,Mila Pradana,086711337753,Makassar,Prepaid,2026-05-02,2,120000,1
CUST10470,Jessica Hasanah,084180946960,Pekanbaru,Prepaid,2023-08-16,35,28000,0
CUST10471,Lidya Kuswoyo,089498320637,Yogyakarta,Prepaid,2026-04-02,3,145000,1
CUST10472,Maria Sihotang,087513615680,Pekanbaru,Postpaid,2024-07-11,24,62000,2
CUST10473,"Dodo Wahyudin, S.E.I",081422100968,Bandung,Postpaid,2018-11-10,93,87000,1
CUST10474,"Virman Kusmawati, S.Pt",087181685986,Balikpapan,Prepaid,2023-10-15,33,107000,0
CUST10475,Radika Hutasoit,084969249731,Semarang,Prepaid,2025-10-04,9,128000,1
CUST10476,Ian Kuswoyo,087330924496,Bandung,Prepaid,2025-08-05,11,15000,2
CUST10477,"Ulya Wahyudin, S.E.I",081546142007,Surabaya,Prepaid,2026-04-02,3,10000,0
CUST10478,Dt. Langgeng Purwanti,088169627955,Denpasar,Prepaid,2022-03-24,52,31000,3
CUST10479,Tgk. Mumpuni Maheswara,084877509845,Denpasar,Prepaid,2026-01-02,6,122000,1
CUST10480,Kamila Widiastuti,086469059047,Makassar,Prepaid,2022-11-19,44,121000,1
CUST10481,"dr. Taswir Habibi, S.Pd",081031686306,Malang,Postpaid,2025-01-07,18,114000,2
CUST10482,Tgk. Kamila Jailani,081175405358,Pekanbaru,Postpaid,2026-03-03,4,101000,1
CUST10483,Drs. Gabriella Mangunsong,080070186468,Denpasar,Prepaid,2025-03-08,16,59000,2
CUST10484,"Jaya Prasetyo, S.IP",082074096260,Surabaya,Postpaid,2024-10-09,21,10000,1
CUST10485,Zulfa Puspita,089806808156,Malang,Prepaid,2022-06-22,49,88000,1
CUST10486,Calista Setiawan,084896395187,Bandung,Postpaid,2026-03-03,4,75000,0
CUST10487,R.A. Yani Aryani,081027131251,Jakarta,Postpaid,2023-12-14,31,84000,1
CUST10488,"Drs. Vivi Oktaviani, M.Ak",083180097526,Malang,Postpaid,2025-07-06,12,62000,1
CUST10489,"Margana Puspita, S.Ked",082654960149,Denpasar,Postpaid,2024-09-09,22,109000,0
CUST10490,Hj. Yance Santoso,083021503752,Malang,Prepaid,2025-09-04,10,96000,0
CUST10491,Cemeti Saputra,082176941606,Malang,Postpaid,2023-09-15,34,143000,0
CUST10492,"Vanesa Saragih, S.Psi",084387079174,Semarang,Postpaid,2023-11-14,32,27000,0
CUST10493,Agnes Najmudin,088753163730,Bandung,Prepaid,2025-11-03,8,41000,2
CUST10494,"R. Padmi Wahyuni, S.Sos",088324481943,Pekanbaru,Prepaid,2025-05-07,14,109000,1
CUST10495,Caket Usada,087692160184,Surabaya,Prepaid,2025-07-06,12,99000,1
CUST10496,Bakijan Nuraini,082217995524,Surabaya,Prepaid,2024-08-10,23,132000,0
CUST10497,Harimurti Andriani,088244048242,Yogyakarta,Prepaid,2024-10-09,21,62000,0
CUST10498,Jasmin Manullang,089840975438,Balikpapan,Postpaid,2024-07-11,24,90000,1
CUST10499,Ira Simbolon,084250791260,Pekanbaru,Prepaid,2024-09-09,22,57000,1
CUST10500,"Drs. Lembah Hutasoit, S.Gz",081455941718,Denpasar,Prepaid,2025-12-03,7,85000,0
CUST10501,Candrakanta Safitri,087063652766,Malang,Prepaid,2026-06-01,1,137000,0
CUST10502,Mursita Hutapea,087087096813,Balikpapan,Postpaid,2023-07-17,36,123000,0
CUST10503,Maimunah Wijayanti,083150729214,Balikpapan,Prepaid,2025-06-06,13,112000,0
CUST10504,Nova Sudiati,087738540345,Balikpapan,Postpaid,2025-10-04,9,51000,0
CUST10505,Lidya Saputra,087652679890,Bandung,Prepaid,2024-10-09,21,80000,3
CUST10506,Perkasa Mulyani,080829126485,Denpasar,Prepaid,2025-06-06,13,134000,0
CUST10507,Gangsar Astuti,082951346208,Malang,Prepaid,2025-07-06,12,108000,1
CUST10508,Edi Wastuti,086436356843,Medan,Postpaid,2024-11-08,20,35000,0
CUST10509,"Lega Laksita, M.TI.",081249703419,Surabaya,Prepaid,2025-10-04,9,99000,0
CUST10510,"Gaiman Gunawan, S.H.",082986612031,Pekanbaru,Postpaid,2026-06-01,1,64000,0
CUST10511,Rahayu Hakim,081503335139,Semarang,Prepaid,2025-11-03,8,116000,1
CUST10512,Damu Sihombing,087991955628,Palembang,Prepaid,2025-06-06,13,106000,0
CUST10513,Pranata Mandala,087793140610,Balikpapan,Postpaid,2025-04-07,15,64000,0
CUST10514,"T. Elvin Simbolon, S.IP",084006529205,Balikpapan,Postpaid,2026-05-02,2,84000,0
CUST10515,Jamal Astuti,089346506374,Denpasar,Prepaid,2023-12-14,31,156000,1
CUST10516,Cager Wibowo,080334528744,Palembang,Prepaid,2024-09-09,22,101000,2
CUST10517,H. Dartono Mardhiyah,087485139539,Surabaya,Prepaid,2026-06-01,1,62000,0
CUST10518,Ir. Reksa Thamrin,080494577113,Balikpapan,Prepaid,2025-12-03,7,99000,0
CUST10519,Hasta Gunarto,080883540029,Yogyakarta,Prepaid,2025-12-03,7,76000,1
CUST10520,Anita Haryanti,081621960749,Malang,Prepaid,2023-08-16,35,84000,0
CUST10521,Setya Sihotang,085586461558,Balikpapan,Prepaid,2026-06-01,1,55000,1
CUST10522,drg. Queen Waskita,080381124932,Surabaya,Postpaid,2025-01-07,18,14000,1
CUST10523,"Suci Agustina, S.Pd",085710758863,Yogyakarta,Prepaid,2024-05-12,26,44000,1
CUST10524,Halim Damanik,080580534391,Malang,Prepaid,2021-01-28,66,81000,0
CUST10525,Ella Safitri,082186855571,Surabaya,Postpaid,2023-12-14,31,61000,1
CUST10526,Yance Tarihoran,081103614959,Denpasar,Prepaid,2024-06-11,25,97000,0
CUST10527,Ibrani Kurniawan,080828121106,Surabaya,Prepaid,2019-07-08,85,31000,1
CUST10528,Ibrani Rahmawati,080441065490,Bandung,Prepaid,2026-05-02,2,68000,0
CUST10529,Paramita Hutapea,087792913089,Semarang,Prepaid,2022-10-20,45,63000,1
CUST10530,Ira Sirait,083876508757,Balikpapan,Prepaid,2026-05-02,2,102000,0
CUST10531,Ganda Narpati,089590257354,Semarang,Postpaid,2024-02-12,29,113000,0
CUST10532,Kajen Usada,088945473454,Bandung,Postpaid,2026-05-02,2,42000,0
CUST10533,Karta Melani,085031263945,Makassar,Prepaid,2020-10-30,69,10000,2
CUST10534,Utama Tampubolon,081084619414,Semarang,Prepaid,2025-07-06,12,110000,0
CUST10535,Titi Yuliarti,081369781312,Malang,Prepaid,2025-02-06,17,167000,1
CUST10536,"R. Gilda Jailani, S.E.I",082447757893,Palembang,Prepaid,2026-06-01,1,60000,0
CUST10537,Faizah Natsir,089951414290,Malang,Postpaid,2026-03-03,4,109000,0
CUST10538,R. Vanya Yolanda,088401633676,Pekanbaru,Prepaid,2023-10-15,33,27000,3
CUST10539,Cecep Utami,087264238590,Yogyakarta,Prepaid,2025-05-07,14,89000,2
CUST10540,Malika Pratiwi,083334058374,Palembang,Prepaid,2026-06-01,1,120000,0
CUST10541,"Drs. Ikin Zulaika, M.Farm",087416665485,Surabaya,Prepaid,2025-03-08,16,82000,0
CUST10542,"Makara Oktaviani, S.Psi",084963930083,Palembang,Prepaid,2024-06-11,25,68000,2
CUST10543,"Hj. Iriana Maryadi, M.M.",080830333626,Pekanbaru,Postpaid,2025-02-06,17,131000,0
CUST10544,Jarwadi Handayani,089033034859,Balikpapan,Prepaid,2023-06-17,37,160000,1
CUST10545,"Gadang Saefullah, M.Farm",086593358163,Semarang,Prepaid,2021-08-26,59,128000,0
CUST10546,Garan Mayasari,081292690822,Yogyakarta,Prepaid,2026-03-03,4,124000,0
CUST10547,Galak Hariyah,084270803084,Semarang,Postpaid,2022-09-20,46,111000,1
CUST10548,Ani Hakim,087638452464,Medan,Prepaid,2018-06-13,98,72000,0
CUST10549,Yance Suwarno,088651468926,Yogyakarta,Postpaid,2022-02-22,53,69000,1
CUST10550,Mariadi Iswahyudi,089702427784,Balikpapan,Prepaid,2025-06-06,13,56000,2
CUST10551,Ir. Ophelia Winarno,088221622107,Bandung,Postpaid,2019-11-05,81,93000,0
CUST10552,Ratna Puspasari,084949220725,Semarang,Prepaid,2018-05-14,99,131000,0
CUST10553,"H. Umar Gunarto, M.M.",089408068943,Malang,Prepaid,2022-04-23,51,142000,0
CUST10554,"Drs. Martana Nainggolan, S.Psi",083882551657,Malang,Prepaid,2026-03-03,4,86000,0
CUST10555,Dr. Olivia Maryadi,084057387879,Yogyakarta,Prepaid,2024-01-13,30,74000,1
CUST10556,Ihsan Jailani,081224805615,Medan,Postpaid,2023-12-14,31,99000,1
CUST10557,"Tgk. Nasab Hutasoit, M.TI.",089893780968,Denpasar,Postpaid,2024-02-12,29,73000,0
CUST10558,"Cawuk Gunarto, S.H.",086725393818,Malang,Prepaid,2025-04-07,15,78000,0
CUST10559,"Maida Farida, M.TI.",080999397281,Denpasar,Prepaid,2025-03-08,16,137000,1
